comarca,date,year,agro_year,p_minus_et0_daily,cum_p_minus_et0
Alt Urgell,2022-02-27,2022,2022,-0.8286886714837133,125.92382187987951
Alt Urgell,2022-02-28,2022,2022,-0.24523338149575613,125.67858849838376
Alt Urgell,2022-03-01,2022,2022,-1.6595664374968584,124.0190220608869
Alt Urgell,2022-03-02,2022,2022,3.347964553272023,127.36698661415892
Alt Urgell,2022-03-03,2022,2022,-1.1629670286441551,126.20401958551477
Alt Urgell,2022-03-04,2022,2022,-0.5458931493408539,125.65812643617392
Alt Urgell,2022-03-05,2022,2022,-0.2811799575300781,125.37694647864383
Alt Urgell,2022-03-06,2022,2022,3.6818857438424053,129.05883222248625
Alt Urgell,2022-03-07,2022,2022,1.1761431553784538,130.23497537786469
Alt Urgell,2022-03-08,2022,2022,4.674913543112138,134.90988892097684
Alt Urgell,2022-03-09,2022,2022,-1.0665876269340517,133.8433012940428
Alt Urgell,2022-03-10,2022,2022,4.515893382184646,138.35919467622742
Alt Urgell,2022-03-11,2022,2022,12.307970937560587,150.66716561378803
Alt Urgell,2022-03-12,2022,2022,12.716685389771179,163.3838510035592
Alt Urgell,2022-03-13,2022,2022,5.313352437580333,168.69720344113952
Alt Urgell,2022-03-14,2022,2022,4.506136238574982,173.2033396797145
Alt Urgell,2022-03-15,2022,2022,-1.959254160742549,171.24408551897196
Alt Urgell,2022-03-16,2022,2022,-1.3592088479986963,169.88487667097326
Alt Urgell,2022-03-17,2022,2022,2.3038826760123765,172.18875934698565
Alt Urgell,2022-03-18,2022,2022,2.0647326988332404,174.2534920458189
Alt Urgell,2022-03-19,2022,2022,-1.261084306108601,172.99240773971027
Alt Urgell,2022-03-20,2022,2022,4.16721858697779,177.15962632668806
Alt Urgell,2022-03-21,2022,2022,3.241339459138758,180.40096578582683
Alt Urgell,2022-03-22,2022,2022,-1.4021984842770239,178.9987673015498
Alt Urgell,2022-03-23,2022,2022,-1.9167506839422617,177.08201661760754
Alt Urgell,2022-03-24,2022,2022,-1.0651356630465565,176.01688095456097
Alt Urgell,2022-03-25,2022,2022,-2.2176979089922764,173.7991830455687
Alt Urgell,2022-03-26,2022,2022,-0.09386441286872449,173.70531863269997
Alt Urgell,2022-03-27,2022,2022,-1.8082572400350785,171.8970613926649
Alt Urgell,2022-03-28,2022,2022,-2.361979666878195,169.5350817257867
Alt Urgell,2022-03-29,2022,2022,0.748353369095746,170.28343509488246
Alt Urgell,2022-03-30,2022,2022,4.333872311255511,174.61730740613797
Alt Urgell,2022-03-31,2022,2022,-0.5952928592176996,174.02201454692027
Alt Urgell,2022-04-01,2022,2022,-1.1072106308796827,172.9148039160406
Alt Urgell,2022-04-02,2022,2022,-0.18046853888560754,172.734335377155
Alt Urgell,2022-04-03,2022,2022,-1.2213892428313984,171.51294613432358
Alt Urgell,2022-04-04,2022,2022,-2.2676912133088885,169.2452549210147
Alt Urgell,2022-04-05,2022,2022,-2.650850772857666,166.59440414815703
Alt Urgell,2022-04-06,2022,2022,-1.3964124681318508,165.19799168002518
Alt Urgell,2022-04-07,2022,2022,-3.0069205150665606,162.1910711649586
Alt Urgell,2022-04-08,2022,2022,-2.8189637331182467,159.37210743184036
Alt Urgell,2022-04-09,2022,2022,-2.4693411437465866,156.90276628809377
Alt Urgell,2022-04-10,2022,2022,-2.315367001382744,154.58739928671105
Alt Urgell,2022-04-11,2022,2022,-2.844787458286566,151.74261182842446
Alt Urgell,2022-04-12,2022,2022,1.4131049829370834,153.15571681136154
Alt Urgell,2022-04-13,2022,2022,15.288191059056452,168.443907870418
Alt Urgell,2022-04-14,2022,2022,-2.9931812181192283,165.45072665229878
Alt Urgell,2022-04-15,2022,2022,-3.020359013120041,162.43036763917874
Alt Urgell,2022-04-16,2022,2022,-3.822093944448759,158.60827369472997
Alt Urgell,2022-04-17,2022,2022,-3.52072109479238,155.0875525999376
Alt Urgell,2022-04-18,2022,2022,2.25788058691165,157.34543318684925
Alt Urgell,2022-04-19,2022,2022,13.443877332350784,170.78931051920003
Alt Urgell,2022-04-20,2022,2022,7.620785888503579,178.4100964077036
Alt Urgell,2022-04-21,2022,2022,3.8646174108280853,182.2747138185317
Alt Urgell,2022-04-22,2022,2022,-2.5582427163334454,179.71647110219826
Alt Urgell,2022-04-23,2022,2022,15.190596117692834,194.90706721989108
Alt Urgell,2022-04-24,2022,2022,-0.2874276357538559,194.61963958413722
Alt Urgell,2022-04-25,2022,2022,-2.986294582267018,191.6333450018702
Alt Urgell,2022-04-26,2022,2022,-3.5323124561897092,188.1010325456805
Alt Urgell,2022-04-27,2022,2022,-1.134222640710719,186.96680990496978
Alt Urgell,2022-04-28,2022,2022,0.7297128855305566,187.69652279050035
Alt Urgell,2022-04-29,2022,2022,-3.2493099377435795,184.44721285275676
Alt Urgell,2022-04-30,2022,2022,4.666470247156479,189.11368309991323
Alt Urgell,2022-05-01,2022,2022,1.536115856731639,190.64979895664487
Alt Urgell,2022-05-02,2022,2022,11.104724273962134,201.75452323060702
Alt Urgell,2022-05-03,2022,2022,4.448740966179792,206.2032641967868
Alt Urgell,2022-05-04,2022,2022,-0.7389465430203612,205.46431765376644
Alt Urgell,2022-05-05,2022,2022,-3.061465955503723,202.4028516982627
Alt Urgell,2022-05-06,2022,2022,-3.205546524704379,199.19730517355833
Alt Urgell,2022-05-07,2022,2022,-3.6359371792744177,195.56136799428393
Alt Urgell,2022-05-08,2022,2022,-3.404055032659979,192.15731296162394
Alt Urgell,2022-05-09,2022,2022,-1.7273776145542368,190.42993534706972
Alt Urgell,2022-05-10,2022,2022,-3.9231555981232837,186.50677974894643
Alt Urgell,2022-05-11,2022,2022,-4.267110498731627,182.2396692502148
Alt Urgell,2022-05-12,2022,2022,-4.484676613527186,177.7549926366876
Alt Urgell,2022-05-13,2022,2022,-3.013143048566931,174.7418495881207
Alt Urgell,2022-05-14,2022,2022,-3.050539873649969,171.69130971447072
Alt Urgell,2022-05-15,2022,2022,-4.2409586696063775,167.45035104486433
Alt Urgell,2022-05-16,2022,2022,-4.801778821384206,162.64857222348013
Alt Urgell,2022-05-17,2022,2022,-4.864767982679255,157.78380424080086
Alt Urgell,2022-05-18,2022,2022,-4.14666696594042,153.63713727486046
Alt Urgell,2022-05-19,2022,2022,-4.406253539902322,149.23088373495813
Alt Urgell,2022-05-20,2022,2022,-5.021124627660303,144.20975910729783
Alt Urgell,2022-05-21,2022,2022,-5.047078463961096,139.16268064333673
Alt Urgell,2022-05-22,2022,2022,-5.107997917296256,134.05468272604048
Alt Urgell,2022-05-23,2022,2022,-4.466783305630089,129.5878994204104
Alt Urgell,2022-05-24,2022,2022,19.88777638884152,149.4756758092519
Alt Urgell,2022-05-25,2022,2022,-0.7730693676892453,148.70260644156266
Alt Urgell,2022-05-26,2022,2022,-4.606159670826266,144.0964467707364
Alt Urgell,2022-05-27,2022,2022,-4.650224626173868,139.4462221445625
Alt Urgell,2022-05-28,2022,2022,-5.172195122741601,134.27402702182093
Alt Urgell,2022-05-29,2022,2022,-1.105302270720987,133.16872475109994
Alt Urgell,2022-05-30,2022,2022,2.3891383058884568,135.5578630569884
Alt Urgell,2022-05-31,2022,2022,-3.825676600722706,131.73218645626568
Alt Urgell,2022-06-01,2022,2022,-4.990716739831602,126.74146971643408
Alt Urgell,2022-06-02,2022,2022,-4.883475592031198,121.8579941244029
Alt Urgell,2022-06-03,2022,2022,-4.526253924650304,117.33174019975259
Alt Urgell,2022-06-04,2022,2022,-4.880210976828548,112.45152922292404
Alt Urgell,2022-06-05,2022,2022,-5.424705783124356,107.02682343979968
Alt Urgell,2022-06-06,2022,2022,-4.922902033609502,102.10392140619018
Alt Urgell,2022-06-07,2022,2022,-4.553060966379502,97.55086043981068
Alt Urgell,2022-06-08,2022,2022,-1.1947443730690903,96.35611606674158
Alt Urgell,2022-06-09,2022,2022,-4.991457806133171,91.36465826060841
Alt Urgell,2022-06-10,2022,2022,-5.473475251018124,85.89118300959029
Alt Urgell,2022-06-11,2022,2022,-4.540880724568578,81.35030228502171
Alt Urgell,2022-06-12,2022,2022,-4.637346355792354,76.71295592922935
Alt Urgell,2022-06-13,2022,2022,-3.049758458838743,73.66319747039061
Alt Urgell,2022-06-14,2022,2022,-3.9043321505408075,69.7588653198498
Alt Urgell,2022-06-15,2022,2022,-3.998128166970085,65.76073715287973
Alt Urgell,2022-06-16,2022,2022,-4.83461953151752,60.9261176213622
Alt Urgell,2022-06-17,2022,2022,-5.282817233025151,55.64330038833705
Alt Urgell,2022-06-18,2022,2022,-6.263019120868514,49.38028126746853
Alt Urgell,2022-06-19,2022,2022,-6.053807230556712,43.326474036911826
Alt Urgell,2022-06-20,2022,2022,-4.513046702917885,38.813427333993936
Alt Urgell,2022-06-21,2022,2022,7.313949556911693,46.12737689090563
Alt Urgell,2022-06-22,2022,2022,-0.44182730772916035,45.68554958317647
Alt Urgell,2022-06-23,2022,2022,-3.4513438940048218,42.234205689171645
Alt Urgell,2022-06-24,2022,2022,-5.028919916380854,37.205285772790795
Alt Urgell,2022-06-25,2022,2022,-3.4556563268689544,33.74962944592184
Alt Urgell,2022-06-26,2022,2022,0.5959528474246749,34.34558229334652
Alt Urgell,2022-06-27,2022,2022,14.754236936569214,49.09981922991573
Alt Urgell,2022-06-28,2022,2022,-4.728098687661045,44.371720542254685
Alt Urgell,2022-06-29,2022,2022,-4.316989868879318,40.05473067337537
Alt Urgell,2022-06-30,2022,2022,4.023526977090275,44.078257650465645
Alt Urgell,2022-07-01,2022,2022,-4.430924926172285,39.647332724293356
Alt Urgell,2022-07-02,2022,2022,-5.442827244672705,34.20450547962065
Alt Urgell,2022-07-03,2022,2022,-4.411584985168541,29.79292049445211
Alt Urgell,2022-07-04,2022,2022,-5.3473831347244625,24.44553735972765
Alt Urgell,2022-07-05,2022,2022,-5.004273196682334,19.441264163045314
Alt Urgell,2022-07-06,2022,2022,20.646563586066748,40.087827749112066
Alt Urgell,2022-07-07,2022,2022,-4.573868209386573,35.51395953972549
Alt Urgell,2022-07-08,2022,2022,-5.67896380144007,29.834995738285418
Alt Urgell,2022-07-09,2022,2022,-5.632801981533275,24.202193756752145
Alt Urgell,2022-07-10,2022,2022,-5.4498470654601565,18.752346691291987
Alt Urgell,2022-07-11,2022,2022,-4.787181144470678,13.965165546821309
Alt Urgell,2022-07-12,2022,2022,-5.1420176598955605,8.82314788692575
Alt Urgell,2022-07-13,2022,2022,-5.29492340039681,3.5282244865289387
Alt Urgell,2022-07-14,2022,2022,-5.858108155867633,-2.3298836693386944
Alt Urgell,2022-07-15,2022,2022,-5.949717633864459,-8.279601303203155
Alt Urgell,2022-07-16,2022,2022,-5.973914398866541,-14.253515702069695
Alt Urgell,2022-07-17,2022,2022,-5.911848383572172,-20.16536408564187
Alt Urgell,2022-07-18,2022,2022,-6.011727372403531,-26.177091458045396
Alt Urgell,2022-07-19,2022,2022,-5.953421492348699,-32.1305129503941
Alt Urgell,2022-07-20,2022,2022,-5.520884538617204,-37.6513974890113
Alt Urgell,2022-07-21,2022,2022,-5.12677381330115,-42.77817130231245
Alt Urgell,2022-07-22,2022,2022,-5.425513912868851,-48.2036852151813
Alt Urgell,2022-07-23,2022,2022,-5.071279786088887,-53.27496500127019
Alt Urgell,2022-07-24,2022,2022,-5.817502315758783,-59.09246731702897
Alt Urgell,2022-07-25,2022,2022,-4.887223251821363,-63.97969056885034
Alt Urgell,2022-07-26,2022,2022,-4.919824890244533,-68.89951545909487
Alt Urgell,2022-07-27,2022,2022,-5.239111698177807,-74.13862715727268
Alt Urgell,2022-07-28,2022,2022,-0.5987280326731059,-74.73735518994579
Alt Urgell,2022-07-29,2022,2022,11.556695966159596,-63.180659223786186
Alt Urgell,2022-07-30,2022,2022,-3.213846913155387,-66.39450613694157
Alt Urgell,2022-07-31,2022,2022,4.6070439254536355,-61.787462211487934
Alt Urgell,2022-08-01,2022,2022,-2.3513155334136067,-64.13877774490155
Alt Urgell,2022-08-02,2022,2022,-4.595417645047693,-68.73419538994924
Alt Urgell,2022-08-03,2022,2022,-4.712482749320128,-73.44667813926937
Alt Urgell,2022-08-04,2022,2022,-2.0449724534855167,-75.49165059275488
Alt Urgell,2022-08-05,2022,2022,1.420832809279946,-74.07081778347494
Alt Urgell,2022-08-06,2022,2022,-1.2007149282623746,-75.27153271173731
Alt Urgell,2022-08-07,2022,2022,6.985112218295824,-68.28642049344148
Alt Urgell,2022-08-08,2022,2022,-0.295735338154961,-68.58215583159645
Alt Urgell,2022-08-09,2022,2022,3.9586543300572568,-64.6235015015392
Alt Urgell,2022-08-10,2022,2022,-3.0490408732610588,-67.67254237480024
Alt Urgell,2022-08-11,2022,2022,-4.225724579766393,-71.89826695456664
Alt Urgell,2022-08-12,2022,2022,-3.470759953865233,-75.36902690843188
Alt Urgell,2022-08-13,2022,2022,-1.5930519524742568,-76.96207886090613
Alt Urgell,2022-08-14,2022,2022,-4.241503044086344,-81.20358190499248
Alt Urgell,2022-08-15,2022,2022,-1.2689667098662434,-82.47254861485872
Alt Urgell,2022-08-16,2022,2022,0.5447472544277421,-81.92780136043098
Alt Urgell,2022-08-17,2022,2022,2.751802542630365,-79.17599881780062
Alt Urgell,2022-08-18,2022,2022,-1.3571208785561957,-80.5331196963568
Alt Urgell,2022-08-19,2022,2022,-4.518563018125646,-85.05168271448245
Alt Urgell,2022-08-20,2022,2022,-4.303449770106989,-89.35513248458945
Alt Urgell,2022-08-21,2022,2022,-2.998267295167727,-92.35339977975717
Alt Urgell,2022-08-22,2022,2022,-2.6606485642054505,-95.01404834396263
Alt Urgell,2022-08-23,2022,2022,-4.063254474717028,-99.07730281867966
Alt Urgell,2022-08-24,2022,2022,9.396864778855267,-89.68043803982438
Alt Urgell,2022-08-25,2022,2022,4.9030274222878845,-84.7774106175365
Alt Urgell,2022-08-26,2022,2022,-1.9162124185001148,-86.69362303603661
Alt Urgell,2022-08-27,2022,2022,-1.4795731235952938,-88.1731961596319
Alt Urgell,2022-08-28,2022,2022,-3.1886474299518506,-91.36184358958376
Alt Urgell,2022-08-29,2022,2022,-3.297334560247905,-94.65917814983166
Alt Urgell,2022-08-30,2022,2022,-4.22683359638733,-98.886011746219
Alt Urgell,2022-08-31,2022,2022,11.209185291739072,-87.67682645447992
Alt Urgell,2022-09-01,2022,2022,-2.3852248507387497,-90.06205130521867
Alt Urgell,2022-09-02,2022,2022,7.347889689838185,-82.71416161538048
Alt Urgell,2022-09-03,2022,2022,9.434348274679747,-73.27981334070074
Alt Urgell,2022-09-04,2022,2022,-3.5102944208637754,-76.79010776156451
Alt Urgell,2022-09-05,2022,2022,-2.5630147597369026,-79.35312252130142
Alt Urgell,2022-09-06,2022,2022,-3.937484005685238,-83.29060652698665
Alt Urgell,2022-09-07,2022,2022,-3.0284213493852055,-86.31902787637186
Alt Urgell,2022-09-08,2022,2022,-3.4078059320283285,-89.72683380840019
Alt Urgell,2022-09-09,2022,2022,-2.795980202801087,-92.52281401120128
Alt Urgell,2022-09-10,2022,2022,-2.9142518171711873,-95.43706582837245
Alt Urgell,2022-09-11,2022,2022,-2.4200336863012875,-97.85709951467375
Alt Urgell,2022-09-12,2022,2022,-2.702063748065163,-100.5591632627389
Alt Urgell,2022-09-13,2022,2022,6.011006046743955,-94.54815721599496
Alt Urgell,2022-09-14,2022,2022,5.847132794997272,-88.70102442099768
Alt Urgell,2022-09-15,2022,2022,-2.0037535523228787,-90.70477797332056
Alt Urgell,2022-09-16,2022,2022,-2.5711829955963528,-93.27596096891692
Alt Urgell,2022-09-17,2022,2022,-3.1441451750476572,-96.42010614396457
Alt Urgell,2022-09-18,2022,2022,-1.9457218204351032,-98.36582796439967
Alt Urgell,2022-09-19,2022,2022,-2.7820187557269547,-101.14784672012664
Alt Urgell,2022-09-20,2022,2022,-1.1165912466890673,-102.2644379668157
Alt Urgell,2022-09-21,2022,2022,-1.9916901255355162,-104.25612809235122
Alt Urgell,2022-09-22,2022,2022,0.02619630361304548,-104.22993178873817
Alt Urgell,2022-09-23,2022,2022,15.396135260077084,-88.83379652866108
Alt Urgell,2022-09-24,2022,2022,17.474509119987488,-71.3592874086736
Alt Urgell,2022-09-25,2022,2022,-0.7282606626258181,-72.08754807129942
Alt Urgell,2022-09-26,2022,2022,-2.5417480247423927,-74.62929609604181
Alt Urgell,2022-09-27,2022,2022,-2.278370254180011,-76.90766635022182
Alt Urgell,2022-09-28,2022,2022,-1.3374069047105666,-78.2450732549324
Alt Urgell,2022-09-29,2022,2022,4.355728689362022,-73.88934456557037
Alt Urgell,2022-09-30,2022,2022,-1.338166373617509,-75.22751093918788
Alt Urgell,2022-10-01,2022,2023,-2.455733341329238,-2.455733341329238
Alt Urgell,2022-10-02,2022,2023,-2.6299832147710465,-5.085716556100285
Alt Urgell,2022-10-03,2022,2023,-2.4209485543782217,-7.506665110478506
Alt Urgell,2022-10-04,2022,2023,-2.1117554287261826,-9.618420539204688
Alt Urgell,2022-10-05,2022,2023,-2.2058939904193666,-11.824314529624056
Alt Urgell,2022-10-06,2022,2023,-1.564767365946489,-13.389081895570545
Alt Urgell,2022-10-07,2022,2023,7.624734766343064,-5.764347129227481
Alt Urgell,2022-10-08,2022,2023,0.6658542121157924,-5.098492917111688
Alt Urgell,2022-10-09,2022,2023,-0.1851446115795301,-5.2836375286912185
Alt Urgell,2022-10-10,2022,2023,-0.7268962088753196,-6.010533737566538
Alt Urgell,2022-10-11,2022,2023,-0.07411953280953787,-6.0846532703760765
Alt Urgell,2022-10-12,2022,2023,-0.875263859243954,-6.95991712962003
Alt Urgell,2022-10-13,2022,2023,-1.7519408250775408,-8.711857954697571
Alt Urgell,2022-10-14,2022,2023,-1.6425865707809433,-10.354444525478515
Alt Urgell,2022-10-15,2022,2023,-2.1834334344329203,-12.537877959911434
Alt Urgell,2022-10-16,2022,2023,-1.9529764206313036,-14.49085438054274
Alt Urgell,2022-10-17,2022,2023,-1.439541226143346,-15.930395606686083
Alt Urgell,2022-10-18,2022,2023,-1.911891160751967,-17.84228676743805
Alt Urgell,2022-10-19,2022,2023,4.262524674920475,-13.579762092517576
Alt Urgell,2022-10-20,2022,2023,20.280795938828415,6.701033846310839
Alt Urgell,2022-10-21,2022,2023,9.219166040420534,15.920199886731373
Alt Urgell,2022-10-22,2022,2023,-1.3569386730737545,14.563261213657618
Alt Urgell,2022-10-23,2022,2023,-0.2147709376671736,14.348490275990445
Alt Urgell,2022-10-24,2022,2023,-0.838045283275492,13.510444992714953
Alt Urgell,2022-10-25,2022,2023,-1.596888451015248,11.913556541699705
Alt Urgell,2022-10-26,2022,2023,-1.584195463644231,10.329361078055474
Alt Urgell,2022-10-27,2022,2023,-1.5926685157944176,8.736692562261057
Alt Urgell,2022-10-28,2022,2023,-1.78937152269132,6.9473210395697365
Alt Urgell,2022-10-29,2022,2023,-1.7589693209704231,5.188351718599313
Alt Urgell,2022-10-30,2022,2023,-1.039993943536983,4.14835777506233
Alt Urgell,2022-10-31,2022,2023,8.308969616889954,12.457327391952283
Alt Urgell,2022-11-01,2022,2023,-1.108498997219345,11.348828394732939
Alt Urgell,2022-11-02,2022,2023,-1.202517260085134,10.146311134647805
Alt Urgell,2022-11-03,2022,2023,1.6322400008930882,11.778551135540893
Alt Urgell,2022-11-04,2022,2023,1.1903122106895725,12.968863346230465
Alt Urgell,2022-11-05,2022,2023,-1.299136052675107,11.669727293555358
Alt Urgell,2022-11-06,2022,2023,-1.155108977766598,10.51461831578876
Alt Urgell,2022-11-07,2022,2023,-1.12159642051248,9.39302189527628
Alt Urgell,2022-11-08,2022,2023,-1.01633117128821,8.37669072398807
Alt Urgell,2022-11-09,2022,2023,-0.10555058630073755,8.271140137687333
Alt Urgell,2022-11-10,2022,2023,-0.4195154572234434,7.851624680463889
Alt Urgell,2022-11-11,2022,2023,-1.1799461521646557,6.671678528299234
Alt Urgell,2022-11-12,2022,2023,-1.1564498573322508,5.515228670966983
Alt Urgell,2022-11-13,2022,2023,-0.95967354811728,4.555555122849703
Alt Urgell,2022-11-14,2022,2023,0.07302296161651611,4.628578084466219
Alt Urgell,2022-11-15,2022,2023,-0.34100666992804585,4.2875714145381725
Alt Urgell,2022-11-16,2022,2023,-0.5718114069279502,3.7157600076102226
Alt Urgell,2022-11-17,2022,2023,0.970721465699813,4.686481473310035
Alt Urgell,2022-11-18,2022,2023,1.9588563792845783,6.645337852594614
Alt Urgell,2022-11-19,2022,2023,0.2926298861994463,6.93796773879406
Alt Urgell,2022-11-20,2022,2023,-0.8038631817873787,6.1341045570066814
Alt Urgell,2022-11-21,2022,2023,11.836965063038996,17.971069620045675
Alt Urgell,2022-11-22,2022,2023,0.1655296034672682,18.136599223512945
Alt Urgell,2022-11-23,2022,2023,3.0773143978679887,21.213913621380932
Alt Urgell,2022-11-24,2022,2023,0.29427185829947977,21.508185479680414
Alt Urgell,2022-11-25,2022,2023,2.4576910103068634,23.965876489987277
Alt Urgell,2022-11-26,2022,2023,-0.8029669137562022,23.162909576231076
Alt Urgell,2022-11-27,2022,2023,-0.6666962294017568,22.496213346829318
Alt Urgell,2022-11-28,2022,2023,2.451955108081594,24.948168454910913
Alt Urgell,2022-11-29,2022,2023,1.0477639704066164,25.995932425317527
Alt Urgell,2022-11-30,2022,2023,-0.5638658173163148,25.432066608001215
Alt Urgell,2022-12-01,2022,2023,-0.24701068199732718,25.185055926003887
Alt Urgell,2022-12-02,2022,2023,-0.4092476922361289,24.77580823376776
Alt Urgell,2022-12-03,2022,2023,0.6862675863153795,25.462075820083136
Alt Urgell,2022-12-04,2022,2023,-0.2526864913456581,25.20938932873748
Alt Urgell,2022-12-05,2022,2023,-0.2796230467365069,24.929766282000973
Alt Urgell,2022-12-06,2022,2023,-0.4575401323244853,24.472226149676487
Alt Urgell,2022-12-07,2022,2023,-0.378976353279808,24.09324979639668
Alt Urgell,2022-12-08,2022,2023,8.059083619538475,32.15233341593515
Alt Urgell,2022-12-09,2022,2023,4.096033113844254,36.24836652977941
Alt Urgell,2022-12-10,2022,2023,0.5123128154698541,36.760679345249265
Alt Urgell,2022-12-11,2022,2023,-0.07473528560470127,36.68594405964456
Alt Urgell,2022-12-12,2022,2023,10.469761909807428,47.15570596945199
Alt Urgell,2022-12-13,2022,2023,5.28959272012991,52.4452986895819
Alt Urgell,2022-12-14,2022,2023,2.2075019233367024,54.652800612918604
Alt Urgell,2022-12-15,2022,2023,7.231208394555485,61.884009007474084
Alt Urgell,2022-12-16,2022,2023,0.5207367232617212,62.404745730735804
Alt Urgell,2022-12-17,2022,2023,-0.36141961999237543,62.04332611074343
Alt Urgell,2022-12-18,2022,2023,-0.41242341554778467,61.630902695195644
Alt Urgell,2022-12-19,2022,2023,-0.4737383508506943,61.157164344344956
Alt Urgell,2022-12-20,2022,2023,-0.4461916097823312,60.710972734562624
Alt Urgell,2022-12-21,2022,2023,-0.5215245474349051,60.18944818712772
Alt Urgell,2022-12-22,2022,2023,-0.5248875710017542,59.66456061612596
Alt Urgell,2022-12-23,2022,2023,-0.5931838715777678,59.071376744548196
Alt Urgell,2022-12-24,2022,2023,-0.7155715367373299,58.35580520781087
Alt Urgell,2022-12-25,2022,2023,-0.7061194742427153,57.64968573356815
Alt Urgell,2022-12-26,2022,2023,-0.6158208759392009,57.03386485762895
Alt Urgell,2022-12-27,2022,2023,-0.4716376381761887,56.56222721945276
Alt Urgell,2022-12-28,2022,2023,-0.5380439951139337,56.02418322433883
Alt Urgell,2022-12-29,2022,2023,-0.40369163694627147,55.62049158739256
Alt Urgell,2022-12-30,2022,2023,-0.11615041248938623,55.50434117490317
Alt Urgell,2022-12-31,2022,2023,-0.660713095437078,54.84362807946609
Alt Urgell,2023-01-01,2023,2023,-0.7412611421416787,54.10236693732441
Alt Urgell,2023-01-02,2023,2023,0.2963831354590023,54.398750072783415
Alt Urgell,2023-01-03,2023,2023,-0.14302187303409863,54.25572819974931
Alt Urgell,2023-01-04,2023,2023,-0.6122580801739412,53.643470119575376
Alt Urgell,2023-01-05,2023,2023,-0.5362894131856806,53.10718070638969
Alt Urgell,2023-01-06,2023,2023,-0.5103143155574799,52.59686639083221
Alt Urgell,2023-01-07,2023,2023,-0.13575497269630432,52.46111141813591
Alt Urgell,2023-01-08,2023,2023,6.862078368663788,59.323189786799695
Alt Urgell,2023-01-09,2023,2023,0.07380296092699556,59.39699274772669
Alt Urgell,2023-01-10,2023,2023,-0.6045869806890979,58.79240576703759
Alt Urgell,2023-01-11,2023,2023,-0.3779747168369153,58.414431050200676
Alt Urgell,2023-01-12,2023,2023,-0.7068712314700379,57.707559818730644
Alt Urgell,2023-01-13,2023,2023,-0.5088561142192167,57.19870370451142
Alt Urgell,2023-01-14,2023,2023,-0.7003096196362202,56.4983940848752
Alt Urgell,2023-01-15,2023,2023,-0.36386172999353983,56.134532354881664
Alt Urgell,2023-01-16,2023,2023,7.473242509014466,63.60777486389613
Alt Urgell,2023-01-17,2023,2023,5.457893140175763,69.0656680040719
Alt Urgell,2023-01-18,2023,2023,-0.1267117678242572,68.93895623624763
Alt Urgell,2023-01-19,2023,2023,3.781904173247954,72.72086040949559
Alt Urgell,2023-01-20,2023,2023,0.0897653397610958,72.81062574925669
Alt Urgell,2023-01-21,2023,2023,0.20995409403215437,73.02057984328884
Alt Urgell,2023-01-22,2023,2023,-0.7100842958864044,72.31049554740244
Alt Urgell,2023-01-23,2023,2023,-0.5934926571653171,71.71700289023713
Alt Urgell,2023-01-24,2023,2023,0.15904276423594532,71.87604565447306
Alt Urgell,2023-01-25,2023,2023,-0.8166934686767704,71.0593521857963
Alt Urgell,2023-01-26,2023,2023,-0.7747409074183773,70.28461127837792
Alt Urgell,2023-01-27,2023,2023,-0.5052736732451354,69.77933760513278
Alt Urgell,2023-01-28,2023,2023,0.17564206877175492,69.95497967390453
Alt Urgell,2023-01-29,2023,2023,-0.6268243872944047,69.32815528661013
Alt Urgell,2023-01-30,2023,2023,-0.9904144511503332,68.3377408354598
Alt Urgell,2023-01-31,2023,2023,-1.178504028741051,67.15923680671875
Alt Urgell,2023-02-01,2023,2023,-1.0951784630032146,66.06405834371553
Alt Urgell,2023-02-02,2023,2023,-1.3534754444571102,64.71058289925843
Alt Urgell,2023-02-03,2023,2023,-1.5229254680521347,63.18765743120629
Alt Urgell,2023-02-04,2023,2023,-1.921548050992629,61.266109380213656
Alt Urgell,2023-02-05,2023,2023,-1.3987256308250569,59.8673837493886
Alt Urgell,2023-02-06,2023,2023,-0.5639515435870956,59.303432205801506
Alt Urgell,2023-02-07,2023,2023,7.552350734963135,66.85578294076464
Alt Urgell,2023-02-08,2023,2023,5.279877683695625,72.13566062446027
Alt Urgell,2023-02-09,2023,2023,2.6633224741500965,74.79898309861036
Alt Urgell,2023-02-10,2023,2023,-0.9296929323497941,73.86929016626057
Alt Urgell,2023-02-11,2023,2023,-1.011324009474586,72.85796615678598
Alt Urgell,2023-02-12,2023,2023,-1.058435559272766,71.79953059751321
Alt Urgell,2023-02-13,2023,2023,-1.185280088116141,70.61425050939708
Alt Urgell,2023-02-14,2023,2023,-1.2870536481632906,69.32719686123379
Alt Urgell,2023-02-15,2023,2023,-1.205598326290355,68.12159853494343
Alt Urgell,2023-02-16,2023,2023,-1.300311852903927,66.8212866820395
Alt Urgell,2023-02-17,2023,2023,-1.373489681412192,65.44779700062732
Alt Urgell,2023-02-18,2023,2023,-1.4434686127830954,64.00432838784421
Alt Urgell,2023-02-19,2023,2023,-1.535472505232867,62.46885588261135
Alt Urgell,2023-02-20,2023,2023,-1.5606819671743055,60.90817391543705
Alt Urgell,2023-02-21,2023,2023,-1.374160964261083,59.53401295117596
Alt Urgell,2023-02-22,2023,2023,2.0086597344454598,61.54267268562142
Alt Urgell,2023-02-23,2023,2023,15.77690444273107,77.31957712835249
